profile,patients,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,m11,m22,m33,m44,m55,m66,inff
7,488,11,8,13,8,12,13,12,11,8,7,7,12,9,7,8,8,7,5,8,10,5,5,9,8,7,10,7,10,5,2,9,9,5,8,5,11,12,10,7,4,7,5,8,8,3,8,5,3,4,7,4,5,3,3,7,5,4,2,4,4,3,5,3,2,0,1,5,5,1,5,2,6,3,3,1,2,2,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,488,14,17,8,14,10,9,8,9,6,9,8,11,12,12,4,10,6,12,11,8,8,8,5,5,10,5,7,10,6,4,3,4,6,6,4,7,6,5,5,9,6,5,14,6,6,7,2,7,6,4,7,6,10,3,3,3,2,5,7,2,4,5,4,4,1,5,4,1,2,2,1,4,4,1,1,3,3,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,488,14,10,9,9,15,14,7,9,6,8,12,10,9,7,13,11,5,6,8,7,12,3,8,10,15,12,6,5,7,9,8,7,5,9,10,5,10,7,7,5,5,1,7,5,2,6,4,5,3,8,4,7,3,4,1,5,3,8,4,2,3,3,3,5,2,5,2,3,3,3,2,2,2,3,2,2,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,488,10,9,10,11,6,9,7,7,8,14,10,12,5,7,4,5,8,11,6,7,8,12,13,8,9,9,10,4,10,9,13,6,9,5,9,4,7,8,5,7,8,4,5,8,3,4,5,7,9,8,5,5,2,5,4,6,6,3,2,7,3,3,6,2,1,2,1,3,4,1,2,2,1,3,1,3,1,1,2,0,3,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
11,488,16,10,8,13,12,15,14,12,10,5,12,11,13,6,7,8,8,8,6,11,8,6,11,8,7,8,6,12,5,6,9,6,3,9,8,6,5,10,9,1,4,6,6,5,9,3,8,4,5,4,4,5,6,3,1,6,6,1,5,1,3,4,4,1,4,1,4,0,3,2,1,2,2,4,2,1,2,0,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,488,11,12,11,17,9,12,15,6,8,11,10,8,14,9,11,12,9,12,1,9,5,8,9,6,10,5,5,7,3,9,7,5,10,6,4,6,6,3,5,3,5,5,7,2,7,5,8,3,3,8,5,4,5,4,4,3,7,6,2,5,5,3,2,4,6,5,2,3,3,1,2,4,2,1,2,3,3,4,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,488,9,9,14,6,16,9,12,14,11,10,6,9,10,15,8,7,4,8,5,9,13,2,14,6,8,7,11,4,9,9,7,6,9,8,4,9,6,7,8,8,2,3,7,2,5,5,8,3,5,7,3,9,3,3,2,4,6,3,5,4,3,5,1,3,2,1,3,2,5,1,2,1,0,2,4,2,0,2,3,3,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
14,488,8,13,6,11,8,10,12,14,11,10,11,15,10,11,7,6,7,10,8,12,9,6,5,13,8,10,8,5,7,4,6,13,6,5,7,8,7,8,7,6,6,5,7,4,6,4,5,5,8,1,6,4,5,4,5,9,3,2,5,6,5,3,1,2,1,2,5,0,6,1,0,2,2,1,1,1,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,488,12,8,13,4,9,7,10,9,7,15,10,6,14,11,12,10,6,12,10,7,10,8,5,10,8,7,9,8,6,9,5,4,7,5,11,9,8,7,12,3,7,7,6,6,10,11,5,2,2,5,5,5,6,4,3,3,2,4,4,2,3,0,1,1,2,2,2,9,3,2,1,2,2,2,3,0,2,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,489,4,4,4,7,7,5,4,5,6,2,4,5,5,6,6,8,5,9,12,6,4,6,3,10,2,5,5,4,7,7,6,7,9,3,8,6,7,5,4,9,5,11,8,6,6,3,6,7,4,8,7,6,6,2,3,3,5,6,8,9,4,8,5,4,3,5,2,5,8,7,3,8,2,5,7,1,4,5,4,6,2,4,7,8,2,2,4,4,4,6,0,1,0,0,1,0,0
2,489,7,3,5,2,5,7,6,8,6,5,8,6,5,5,3,7,3,5,3,5,5,4,6,5,2,5,4,4,4,5,5,4,5,11,8,5,3,0,12,2,4,4,9,5,5,6,3,6,4,6,10,7,8,4,5,7,5,5,5,9,5,4,6,6,7,5,9,4,2,6,6,4,7,5,8,4,6,3,5,8,4,7,5,3,6,4,11,5,2,12,0,1,1,0,0,0,0
3,489,11,6,4,6,8,3,5,6,5,4,6,3,9,6,3,2,6,7,5,5,4,6,8,9,4,7,4,6,4,10,5,2,7,4,3,6,6,3,7,8,1,8,5,6,11,5,7,3,3,6,7,7,9,3,6,8,6,8,5,1,4,4,4,2,4,6,3,5,4,5,7,9,7,3,3,4,6,5,8,5,8,7,5,0,6,8,5,4,3,7,0,1,0,0,1,0,0
4,489,6,8,9,7,7,4,7,4,4,6,6,4,6,5,5,7,7,5,5,7,6,6,6,9,1,5,4,3,3,7,2,8,4,7,3,6,7,4,6,11,3,7,3,3,3,7,8,9,8,3,5,5,4,5,2,7,7,5,4,2,3,4,3,6,6,3,7,5,3,5,6,4,8,6,5,3,13,5,5,6,6,3,6,3,9,4,5,6,6,8,0,1,0,0,1,0,0
5,489,10,3,2,6,6,8,2,4,6,5,4,4,3,2,8,5,6,4,3,10,3,7,6,12,2,5,2,4,7,3,4,6,7,8,9,3,10,4,6,4,4,7,5,3,7,3,3,0,8,10,3,3,8,5,10,4,3,5,8,5,4,3,9,5,4,4,8,7,10,6,4,5,4,2,3,6,6,5,5,7,5,6,11,5,7,2,4,5,9,11,0,1,0,0,1,0,0
6,489,13,8,15,6,10,16,10,6,10,10,7,14,8,9,11,9,9,11,8,7,8,6,15,5,10,4,6,9,6,8,5,7,10,9,10,4,6,5,8,4,11,7,3,3,8,6,2,3,5,5,7,6,5,5,2,3,2,3,10,7,5,1,0,3,2,4,2,2,2,5,2,2,0,3,1,0,3,2,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7,489,8,8,11,10,8,8,16,11,6,8,9,15,8,10,6,8,10,8,7,10,6,12,6,7,12,5,5,14,10,6,8,5,12,6,6,10,6,4,8,6,6,9,4,7,2,5,5,5,5,1,4,6,3,6,1,3,8,2,2,4,4,5,7,4,2,1,3,4,6,3,2,3,2,4,1,1,0,0,3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,489,7,15,9,11,10,8,14,15,11,6,11,6,4,15,10,7,7,14,4,13,9,6,5,8,11,3,5,9,7,3,8,10,3,7,3,3,2,9,8,9,8,5,10,11,8,8,6,7,4,4,6,5,6,1,5,2,7,3,5,3,3,4,3,1,6,1,2,3,2,6,4,2,2,0,0,1,2,0,1,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9,489,12,10,12,6,11,15,11,10,13,7,13,8,10,7,10,5,6,4,11,13,8,8,5,8,10,13,5,8,5,9,14,6,10,6,6,6,4,6,8,3,6,4,5,4,8,10,3,4,6,2,2,8,3,2,2,6,1,4,8,6,3,5,3,4,4,3,1,4,3,3,0,2,2,2,4,2,3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,489,11,10,8,8,9,16,11,9,14,14,13,10,14,10,10,10,7,9,8,3,10,10,9,7,5,7,6,8,8,10,5,6,7,6,10,2,7,2,3,6,5,7,3,9,6,10,8,8,7,4,3,4,3,4,2,2,3,3,8,5,7,2,5,0,2,4,4,2,1,3,4,2,0,0,2,1,0,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
11,489,4,15,15,6,10,9,13,11,14,8,8,5,14,8,7,11,9,9,11,7,10,5,11,5,11,4,8,7,6,6,6,10,6,17,11,6,4,3,7,5,3,4,5,4,6,4,6,11,5,6,3,4,6,1,6,7,5,4,3,1,5,0,7,4,1,5,3,3,1,2,1,1,1,3,3,0,1,2,0,3,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12,489,10,11,10,9,12,8,7,8,11,10,14,9,10,6,9,10,8,8,9,1,7,5,8,12,10,7,9,9,6,5,6,9,7,5,7,10,9,7,7,8,6,5,4,8,0,6,3,2,7,5,7,6,7,7,5,3,5,5,2,2,2,3,3,1,2,5,4,2,4,2,3,4,3,2,3,3,3,2,1,3,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
13,489,13,9,11,3,10,7,7,15,8,14,10,16,12,11,11,7,6,3,5,7,5,14,8,10,11,8,6,11,5,5,6,15,7,6,10,8,5,7,1,3,5,3,8,3,5,4,3,5,5,2,8,8,6,6,6,7,7,1,4,3,2,2,2,4,5,4,5,6,3,3,2,2,2,1,0,3,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,489,15,11,14,13,9,14,11,10,18,12,15,10,9,10,3,11,10,11,5,5,5,8,4,8,11,5,13,6,5,10,6,6,11,3,10,8,2,3,11,9,4,6,5,4,2,5,10,6,1,7,3,3,3,5,5,3,2,7,2,4,1,2,7,4,2,1,3,1,2,2,3,3,4,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,489,8,14,8,11,15,12,9,8,11,13,11,11,13,6,12,4,13,8,9,9,11,5,3,13,6,5,12,6,6,8,6,4,5,6,7,4,6,7,6,11,8,12,1,9,9,3,3,4,6,8,4,4,3,4,5,1,4,3,1,4,3,2,1,2,4,4,2,6,3,2,0,0,2,0,4,1,2,3,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,490,12,6,9,5,8,2,9,3,10,3,6,5,6,3,8,7,4,3,5,6,8,4,2,6,10,6,8,5,8,2,3,5,4,6,6,5,6,4,7,3,2,9,3,4,4,11,6,4,2,2,6,4,4,8,3,3,2,5,4,2,5,5,5,5,4,2,4,9,7,6,4,7,11,4,8,3,7,9,9,3,3,7,5,4,10,6,10,2,3,7,0,1,0,0,1,0,0
2,490,4,6,7,10,6,9,3,8,3,4,6,5,3,5,5,5,5,3,9,5,2,8,6,6,6,6,3,6,7,6,7,5,5,4,4,5,6,7,2,9,1,3,3,6,8,4,5,4,6,3,5,5,5,8,9,4,5,5,4,8,1,5,4,3,2,5,5,8,7,6,9,6,4,9,4,10,7,7,9,4,6,8,4,8,8,4,6,1,4,4,0,1,0,0,1,0,0
3,490,5,7,9,5,2,6,9,7,6,3,5,6,4,10,3,8,4,4,6,3,4,4,7,8,8,9,5,4,4,2,3,10,7,6,4,4,3,3,5,4,9,2,2,9,7,6,3,5,8,6,4,10,7,6,4,3,9,6,7,6,9,5,4,10,3,0,7,5,1,4,4,4,13,4,5,5,7,6,6,2,3,4,5,5,4,9,4,7,5,5,0,1,0,0,1,0,0
4,490,4,8,4,7,4,6,3,4,7,5,7,6,7,6,6,4,8,7,4,7,3,9,4,3,3,5,5,11,6,8,5,2,9,6,7,6,7,4,5,5,8,4,6,3,5,1,4,4,5,4,7,12,6,5,3,7,5,5,10,6,6,6,3,7,4,9,5,5,5,4,6,6,6,3,1,6,4,4,8,6,3,7,7,5,4,8,7,3,3,2,0,1,1,0,0,0,0
5,490,9,9,5,3,6,7,2,7,7,3,3,3,6,2,7,10,6,7,6,2,3,4,7,5,5,4,3,1,4,7,6,5,7,6,6,4,5,6,4,6,6,6,7,2,4,3,3,9,4,6,4,4,8,6,9,6,2,11,4,5,5,7,6,4,13,6,4,6,4,2,13,7,6,4,5,6,10,9,3,3,7,5,5,2,4,6,7,5,2,7,0,1,0,0,1,0,0
6,490,15,9,14,10,11,11,9,12,9,8,9,11,10,5,9,8,10,8,8,6,8,11,12,9,6,9,19,9,1,5,5,11,9,4,6,6,7,9,6,7,6,4,7,3,4,8,6,4,7,3,3,5,3,4,1,5,1,2,5,6,3,2,2,3,2,5,3,3,1,2,2,2,2,2,3,2,0,4,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,490,15,16,12,15,10,13,6,11,9,6,12,12,11,13,15,8,9,10,12,10,4,8,8,9,7,10,13,6,9,4,9,7,8,5,7,3,3,2,4,6,8,9,6,4,5,4,3,4,2,6,2,4,6,3,3,1,3,5,3,1,5,3,2,1,3,6,2,3,3,4,2,3,1,2,3,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
8,490,10,10,9,11,12,10,9,13,9,12,8,7,8,3,6,12,11,9,8,11,10,7,7,11,4,8,9,13,8,8,3,7,5,7,7,7,3,7,2,8,8,6,4,3,5,8,3,7,7,10,4,7,2,6,6,4,4,4,4,8,7,5,2,2,3,1,2,0,3,0,3,5,4,2,0,0,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,490,24,28,25,15,26,17,23,21,20,23,27,23,23,12,16,17,20,13,16,15,13,17,15,19,13,20,14,24,15,15,14,13,14,21,6,14,13,7,8,12,19,11,12,5,7,9,13,15,12,9,5,17,7,11,8,8,5,8,4,9,8,10,7,2,7,8,6,10,4,3,2,1,4,4,3,3,2,2,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,490,7,5,16,11,14,9,11,15,8,11,6,9,9,8,8,6,9,14,14,11,10,7,10,4,13,7,5,8,5,6,9,7,10,8,8,6,4,10,10,11,8,0,3,4,4,4,6,2,1,6,3,6,4,5,7,6,3,1,5,2,4,5,1,3,5,1,4,0,2,3,2,3,4,2,2,0,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,490,13,11,12,12,12,6,7,8,8,12,5,14,7,11,13,12,6,9,12,8,11,9,4,9,8,6,10,10,4,11,11,6,8,8,2,3,12,3,12,7,6,7,5,3,1,9,12,4,5,3,6,4,8,1,6,3,4,2,3,3,2,4,1,2,1,4,2,3,1,3,1,2,2,1,2,0,4,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,490,5,10,5,14,10,9,9,10,9,14,5,14,7,8,10,10,12,10,6,16,12,8,10,5,8,12,9,5,8,6,12,6,10,6,5,5,7,9,7,6,5,1,2,4,5,4,7,6,6,2,5,4,5,3,9,4,8,4,3,2,4,3,5,2,1,2,2,6,2,3,4,3,0,1,2,0,1,1,0,2,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
13,490,12,10,5,8,10,9,13,11,16,15,9,11,3,11,8,8,6,8,6,8,6,9,6,7,10,10,5,5,8,4,8,5,5,14,6,5,10,11,4,7,9,7,5,7,4,5,5,3,4,9,5,3,7,6,3,1,5,0,2,7,6,5,2,3,5,2,2,5,3,1,3,2,0,1,1,5,3,2,0,0,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
14,490,10,14,10,11,14,12,12,7,13,8,7,7,8,8,10,11,4,8,4,9,10,5,11,6,11,8,5,11,6,4,7,12,3,11,3,5,7,4,3,7,4,8,5,14,5,6,11,6,4,4,9,2,2,5,4,4,5,3,1,3,1,8,4,5,4,3,4,2,4,1,0,2,2,0,7,0,0,1,2,1,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,490,14,11,9,6,4,15,11,12,10,11,9,8,6,7,11,7,15,10,9,10,11,15,7,4,8,11,7,10,2,11,11,5,5,4,10,8,7,3,1,8,4,2,7,5,7,9,4,1,6,9,7,2,6,4,3,7,3,3,3,3,4,5,1,3,0,7,1,1,3,1,5,2,1,4,3,2,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,491,3,6,4,3,6,7,6,5,4,6,4,1,7,7,7,1,6,5,8,12,9,6,4,10,3,2,7,1,4,7,2,9,3,7,6,5,5,6,6,5,5,5,8,8,6,5,6,5,4,8,7,4,9,2,3,5,5,5,8,1,6,5,6,6,8,5,2,2,5,4,5,8,6,5,10,9,4,2,5,7,8,7,3,4,4,5,9,9,3,5,0,1,0,0,1,0,0
2,491,5,5,3,3,6,5,9,6,1,5,13,3,5,4,6,6,5,5,5,3,7,4,3,9,4,7,6,7,5,4,6,3,3,7,0,7,3,6,3,3,6,4,7,6,5,5,4,5,4,7,5,8,11,8,10,4,8,5,6,4,7,6,5,9,9,4,5,9,6,2,6,7,7,2,5,7,4,8,9,6,5,1,6,5,6,6,3,5,2,7,0,1,0,0,1,0,0
3,491,5,4,6,3,4,3,7,3,11,4,5,11,7,8,4,7,3,4,4,3,6,5,8,7,4,9,7,3,5,5,5,5,9,2,9,3,6,4,4,7,4,4,2,5,8,6,7,3,6,1,11,7,7,8,8,6,8,8,5,4,10,5,3,5,5,4,6,5,5,2,5,2,8,7,4,5,6,9,3,3,4,10,6,8,2,5,7,4,2,4,0,1,0,0,1,0,0
4,491,5,7,7,6,4,4,9,4,8,9,6,5,5,4,5,8,7,4,3,7,6,3,4,6,7,7,3,9,4,2,3,5,7,6,8,4,3,6,1,8,5,6,7,8,6,6,5,9,3,8,7,3,5,7,3,3,6,4,6,11,4,1,3,6,7,3,2,7,2,5,3,8,6,6,4,8,9,4,1,5,5,14,10,6,6,4,6,6,2,1,0,1,0,0,1,0,0
5,491,4,6,8,6,4,5,4,7,7,5,5,7,7,8,8,5,5,6,5,10,7,1,8,4,6,10,7,5,3,4,5,4,7,6,4,3,5,5,8,9,5,5,3,6,5,4,8,7,4,5,8,3,2,4,5,2,6,8,7,2,5,7,4,10,7,9,7,7,3,5,4,5,5,6,5,2,8,5,4,5,5,3,4,6,4,2,5,2,8,7,0,1,0,0,1,0,0
6,491,10,16,9,6,8,14,7,13,6,11,8,9,7,13,8,10,13,10,8,5,13,7,9,14,11,8,9,4,5,6,5,7,4,6,7,8,11,2,5,6,3,6,8,3,5,12,1,5,4,5,5,7,5,3,4,4,3,7,1,5,7,2,1,4,2,3,3,4,2,3,4,1,4,4,5,1,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
7,491,8,9,9,4,14,6,10,11,11,12,12,9,8,11,10,10,7,13,4,8,6,8,10,7,6,3,7,7,4,7,5,4,7,9,7,11,8,5,8,3,8,5,7,9,7,9,8,5,7,5,5,4,5,2,5,6,2,5,6,2,3,5,4,3,9,3,3,6,0,1,1,2,3,0,0,2,5,2,1,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8,491,7,13,12,10,13,8,6,10,8,10,10,13,10,6,12,9,12,9,9,9,10,7,9,13,6,3,10,9,6,9,8,4,5,9,10,12,4,5,6,3,5,7,9,2,8,8,6,6,4,7,5,5,4,3,5,5,3,7,4,2,5,0,1,2,1,3,2,4,1,2,1,1,5,2,1,1,2,0,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9,491,11,17,8,11,9,9,13,13,11,8,7,8,8,11,11,6,12,6,6,10,6,5,10,6,8,9,7,8,8,9,12,7,9,8,7,5,5,9,7,4,4,7,5,4,10,4,5,2,7,4,7,6,3,4,1,1,5,7,6,9,2,3,2,3,3,2,2,3,1,3,4,2,3,2,0,4,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
10,491,11,13,9,8,7,7,10,6,9,10,7,9,8,10,11,21,10,9,12,3,9,4,12,8,8,6,4,10,8,3,5,3,7,10,10,4,8,2,7,5,5,3,7,7,6,8,6,4,2,4,8,3,2,6,4,1,9,4,2,5,2,4,2,2,0,4,3,4,3,9,2,4,6,4,5,3,2,2,1,0,3,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0
11,491,9,7,7,6,9,12,13,14,11,11,7,6,12,11,16,13,9,5,8,9,6,8,6,7,7,7,12,8,12,9,10,6,12,9,5,10,6,4,2,4,11,4,14,7,4,9,4,7,5,6,5,1,1,2,2,2,7,1,7,3,3,1,3,2,4,2,4,2,1,2,4,2,1,1,1,1,0,1,0,0,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12,491,18,24,18,24,25,18,26,22,18,30,22,14,21,17,21,13,16,14,18,13,17,18,20,16,11,10,22,18,14,8,20,9,16,11,13,11,12,12,17,10,17,9,13,15,7,9,10,8,15,8,6,10,9,6,8,4,10,11,8,6,9,6,7,5,8,6,5,4,5,3,5,8,2,7,3,5,4,2,2,3,3,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0
13,491,8,18,19,15,11,7,7,8,6,9,9,14,7,13,10,5,11,10,10,10,7,9,10,5,11,6,9,8,4,9,10,9,6,4,7,7,4,5,5,3,6,1,9,4,6,6,3,4,6,6,3,3,5,4,5,5,2,4,3,7,8,2,1,2,0,5,5,4,0,4,4,2,1,2,0,2,0,2,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,491,10,11,17,12,6,13,10,14,8,16,9,7,9,8,9,12,7,12,9,7,7,8,9,10,6,7,11,11,6,5,11,3,7,3,4,3,6,8,5,4,10,8,9,6,4,5,5,7,4,3,4,3,5,2,5,3,5,2,6,4,3,5,5,2,3,2,5,1,3,1,1,3,1,1,1,2,1,3,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
15,491,13,10,9,5,14,12,8,2,11,7,12,4,4,16,7,4,7,16,12,13,16,7,13,6,8,4,15,4,11,9,6,10,3,8,1,9,7,6,6,6,3,2,8,4,11,5,7,3,9,9,6,9,6,6,1,5,1,0,2,3,3,2,3,2,3,4,4,3,3,2,1,3,0,2,2,1,0,1,3,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1,492,6,5,3,3,4,9,4,6,3,3,7,5,1,3,6,6,8,2,7,5,2,12,5,11,3,6,2,6,6,8,4,5,2,4,2,9,5,4,7,6,9,5,12,4,6,7,5,7,5,5,4,10,4,3,7,3,4,7,4,8,4,6,3,6,7,7,5,4,5,4,3,8,4,5,5,6,7,4,10,7,4,6,6,6,5,8,5,5,7,6,0,1,0,0,1,0,0
2,492,6,4,4,2,5,4,7,3,9,5,4,12,5,10,5,5,6,4,10,7,6,11,5,10,7,7,5,0,6,7,2,6,6,2,4,7,6,7,9,4,5,7,1,6,6,0,3,5,5,4,6,8,7,5,6,5,4,6,5,2,4,4,3,6,2,3,7,8,4,7,0,1,5,5,8,3,10,5,5,3,7,8,4,6,6,10,6,11,5,6,0,1,0,0,1,0,0
3,492,6,4,8,2,6,6,9,5,7,2,4,5,6,5,8,6,4,4,3,8,7,2,6,9,4,7,5,5,6,4,6,4,9,8,9,3,6,4,0,6,3,6,4,6,7,7,5,4,3,4,5,7,8,1,5,6,3,2,4,2,3,7,7,7,6,6,6,1,4,6,6,9,2,7,7,7,12,5,5,7,7,5,6,8,7,12,4,4,4,5,0,1,0,0,1,0,0
4,492,8,6,4,8,10,1,6,6,7,3,7,1,4,6,7,3,4,8,14,3,4,2,4,5,7,4,7,8,5,4,8,4,5,9,2,5,3,4,6,4,9,3,7,4,2,7,6,5,5,7,4,4,5,5,0,4,9,6,4,3,5,9,8,9,9,4,9,3,4,4,5,5,5,6,5,5,5,4,6,4,9,13,6,5,3,4,4,9,6,4,0,1,0,0,1,0,0
5,492,5,5,2,8,5,2,5,5,2,4,6,7,5,8,10,2,7,4,8,5,9,8,4,5,9,7,5,7,10,3,3,7,4,5,7,3,5,3,5,6,5,3,5,3,4,2,3,3,9,7,3,5,4,7,7,4,2,11,5,4,6,6,5,2,10,4,8,5,6,8,10,6,6,5,3,4,7,3,3,12,6,6,10,6,5,2,5,5,6,6,0,1,0,0,1,0,0
6,492,12,14,11,11,7,14,11,5,12,11,6,10,10,12,8,7,14,5,6,7,12,7,9,7,8,8,7,5,7,9,11,9,5,6,8,4,6,8,7,9,3,2,10,3,6,5,7,7,6,2,7,7,4,1,7,4,5,7,2,2,4,2,5,3,1,2,2,1,1,4,2,0,0,2,2,2,2,3,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,492,10,14,9,10,11,6,14,9,6,10,8,11,11,14,10,8,11,9,19,3,9,10,6,4,12,5,3,10,4,7,7,5,7,8,4,4,8,8,6,6,5,8,4,3,8,5,6,5,6,3,6,3,6,2,5,4,4,5,8,2,4,3,2,4,3,1,5,4,4,2,1,2,3,2,2,1,2,1,0,1,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
8,492,10,7,7,9,10,16,12,7,13,9,9,6,7,7,10,7,7,8,15,11,7,13,6,8,6,9,10,12,4,9,10,6,9,3,4,6,5,9,11,9,7,4,7,6,5,7,9,12,3,5,7,6,3,6,0,3,0,3,5,3,3,3,3,3,2,5,2,2,3,1,2,2,3,2,1,2,2,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,492,12,11,13,8,10,16,8,8,10,13,16,4,6,10,6,7,6,12,5,12,9,10,13,8,4,6,9,18,5,5,4,8,6,8,5,7,10,6,9,3,11,8,7,6,2,2,12,7,3,4,3,6,6,4,4,2,5,4,4,2,2,4,5,1,3,2,4,2,2,1,0,3,1,3,0,0,0,1,2,1,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
10,492,9,16,11,7,6,14,15,7,7,10,7,9,8,10,10,9,7,14,8,6,10,9,12,9,6,8,9,8,14,4,9,3,11,8,10,4,10,7,6,4,8,4,5,9,5,4,7,5,5,9,4,2,4,8,2,1,2,2,1,6,2,2,5,1,5,4,6,4,1,0,3,2,1,0,3,1,2,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11,492,7,7,11,10,10,15,10,9,9,11,13,9,8,13,10,14,8,6,10,4,13,9,4,7,11,8,9,11,7,7,6,8,2,7,7,9,7,10,8,6,6,3,3,6,3,5,7,0,3,5,6,7,4,6,6,12,4,4,6,4,0,4,2,5,2,2,4,0,2,2,1,3,2,1,2,3,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,492,10,7,13,14,9,20,13,9,14,9,8,8,16,9,12,11,9,10,10,11,3,6,9,6,8,3,7,7,4,5,7,8,5,10,8,9,7,3,2,4,8,6,7,4,7,6,7,3,2,6,5,4,3,6,7,4,7,2,5,3,3,4,2,5,0,4,2,5,5,0,3,0,3,1,1,1,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,492,9,13,15,11,17,16,8,8,7,8,9,9,11,12,11,14,6,7,11,4,9,4,7,13,6,7,10,7,8,5,7,6,6,5,4,7,4,3,6,9,4,4,5,5,5,2,6,9,5,6,9,7,6,1,3,5,3,2,3,5,3,6,2,0,4,0,4,4,6,4,5,3,0,2,5,1,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14,492,10,11,8,8,18,13,9,5,11,16,9,9,4,11,7,7,8,10,5,6,13,11,10,9,10,8,8,6,5,9,5,5,8,9,12,6,4,5,8,2,1,6,11,2,3,6,7,4,9,4,3,7,7,4,2,7,5,2,3,5,2,6,4,3,5,2,1,5,1,0,4,1,1,5,6,1,2,0,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
15,492,8,12,19,11,6,6,7,9,12,11,12,7,10,7,4,13,13,10,9,8,12,8,3,5,9,8,8,13,7,7,7,5,12,10,5,8,9,8,5,2,1,6,4,11,6,1,5,4,8,4,6,2,6,3,6,4,4,4,2,5,4,3,4,2,5,3,3,2,3,2,2,1,4,1,3,0,1,3,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
